headline,sentiment_label,date,stock
"The shopping center to be opened in St. Petersburg , Russia in November 2010 will turn the cash flow of Finnish department store chain Stockmann 's Russian operations positive for the first time in 2011 .",positive,2019-06-03,TSLA
"An  of the invention , released by the Patent Office , said : `` The chambers are pressurized .",neutral,2019-06-04,NVDA
"In 2007 , almost two thirds of Orion 's net sales came from these drugs .",neutral,2019-06-05,TSLA
"The store is located in Poznan in a shopping center named Pestka , the company added .",neutral,2019-06-05,AAPL
"The company also appointed Leif Rosen head of the Special Plate unit which includes the quarto plate units in Degerfors , Sweden , and New Castle , USA , the unit in Willich , Germany , as well as Pressplate and Prefab in Avesta and Plate Service Centre Nordic in Degerfors .",neutral,2019-06-05,TSLA
"The connectivity unit has more than 100 e-invoice customers , and the number of annual transactions stands at nearly one million .",neutral,2019-06-05,AAPL
Aspocomp intends to set up a plant to manufacture printed circuit boards with an investment of Rs310 crore .,neutral,2019-06-06,TSLA
The reductions will be concluded by autumn 2010 .,neutral,2019-06-06,AAPL
"In food trade , sales amounted to EUR320 .1 m , a decline of 1.1 % .",negative,2019-06-06,TSLA
"Frost sold shares for $ 19 million at $ 6.06-7 .12 per share , compared with Friday 's high of $ 11.33 and low of $ 10.14 .",negative,2019-06-06,NVDA
Financial details were not disclosed .,neutral,2019-06-07,AAPL
"`` Method and System for Controlling a Hard Disk Drive Using a Multimediacard Physical Interface '' was invented by Marko Ahvenainen Ruutana , Finland .",neutral,2019-06-10,AAPL
"In Finland , OP-Pohjola 's staff union is boycotting the group 's insurance sales tasks because the company has refused to take the sale of insurance into account in determining wages .",negative,2019-06-10,NVDA
Finnish Aktia Group 's operating profit rose to EUR 17.5 mn in the first quarter of 2010 from EUR 8.2 mn in the first quarter of 2009 .,positive,2019-06-10,TSLA
"We serve a broad range of customers , including construction and process industries , shipyards , the public sector and households .",neutral,2019-06-11,AAPL
"After the sale , Outokumpu 's share of the technology unit will be reduced to some 12-20 percent .",neutral,2019-06-11,TSLA
No changes in media activity were seen in October compared with September .,neutral,2019-06-11,NVDA
"The shopping center to be opened in St. Petersburg , Russia in November 2010 will turn the cash flow of Finnish department store chain Stockmann 's Russian operations positive for the first time in 2011 .",positive,2019-06-12,NVDA
"Under the rental agreement , Stockmann was committed to invest in the building of a bridge over the Gogol Street or build an underground tunnel for crossing the street by 2004 .",neutral,2019-06-12,NVDA
"Glaston 's own glass processing unit , Tamglass Glass Processing , is a manufacturer of high quality safety glass products , and operates in Finland .",neutral,2019-06-12,TSLA
"PGE Belchatow runs the 4.44 GW Belchatow coal-fired power plant , and Fortum has intentions to start a CCS demonstration project jointly with Teollisuuden Voima Oyj ( TVO ) - another Finnish utility - at the their jointly owned 565MW Meri-Pori coal-fired facility .",neutral,2019-06-13,AAPL
"London 's leading shares today jumped almost 100 points , or 1.7 % , as the market opened .",positive,2019-06-13,TSLA
Finnish silicon wafers manufacturer Okmetic Oyj said it swung to a net profit of 4.9 mln euro $ 6.3 mln in the first nine months of 2006 from a net loss of 1.8 mln euro $ 2.3 mln a year earlier .,positive,2019-06-14,NVDA
"The scheme for TeliaSonera and Altimo is practically identical , except that it involves the merger of their stakes in VimpelCom and Kyivstar .",neutral,2019-06-14,AAPL
"Tikkurila , a division of Kemira group , controls about 23 % of the Russian market in its field and owns St. Petersburg paint producer TEX. .",neutral,2019-06-14,AAPL
"The offer price is $ 35 million , including cash of $ 10 million as net debt assumption of FACE , and $ 20 million worth of Cencorp shares to be issued to Savcor .",neutral,2019-06-14,TSLA
"Outotec said it won new orders worth 492.9 mln eur during the quarter , compared with 240.4 mln eur a year earlier .",positive,2019-06-17,NVDA
- Moody 's said it gave P A1 long-term senior unsecured and P P-1 short-term debt ratings to Finnish lender Aktia Bank 's EUR1bn USD1 .4 bn euro medium-term note EMTN program of 25 March 2011 .,neutral,2019-06-17,NVDA
"In the third quarter , net sales increased by 12 % year-on-year to EUR 159.5 million , or by 6 % at comparable currency rates growth .",positive,2019-06-18,NVDA
"For Teleste , the acquisition marks an entry into services business in a market where it has long been an established and significant supplier of products .",positive,2019-06-19,NVDA
"Neste Oil said that while results from its biomass to 3 liquids demonstration plant , commissioned in June 2009 , have been promising , no decision on a commercial plant has been taken .",neutral,2019-06-20,AAPL
"They can be used to control the speed of electric motors used by industry and municipal engineering , and in power generation using renewable energy .",neutral,2019-06-21,AAPL
In addition the deal includes a call option which will enable Maritim Food AS to increase its holding in Sandanger AS to 51 % in the future .,positive,2019-06-21,AAPL
"` It is a testament to the quality of our LTE solution and our commitment to the Japanese market ' , he added .",neutral,2019-06-21,TSLA
"Since the association 's data do not cover sales figures from about 100 small local breweries and sales of imported beer products , the actual market shares of its members are smaller than those given in the report .",negative,2019-06-24,AAPL
"Deliveries of Nokia 1112 , Nokia 2310 and Nokia 2610 are expected to start in the second quarter of 2006 .",neutral,2019-06-24,AAPL
"In Finland , OP-Pohjola 's staff union is boycotting the group 's insurance sales tasks because the company has refused to take the sale of insurance into account in determining wages .",negative,2019-06-24,TSLA
"In 2007 , Marimekko has also opened concept stores in Yokohama and Nagoya , central Japan , in Silver Spring in metropolitan Washington DC , USA , in Graz , central Austria , and in Aalborg , northern Denmark .",positive,2019-06-24,TSLA
Any investment or investment activity to which this communication relates is only available to relevant persons and will be engaged in only with relevant persons .,neutral,2019-06-24,NVDA
UPM stock fell 3 percent to EURO 12.49 $ 17.24 in early afternoon trading in Helsinki .,negative,2019-06-24,NVDA
Cargo volume increased by approximately 5 % .,positive,2019-06-24,AAPL
The company expects meat purchases to remain at about 8mn kilos in 2011 .,neutral,2019-06-25,TSLA
"As part of the reorganisation , Pohjola Insurance 's 250 field staff for private customers will join the payroll of local cooperative banks from the beginning of October 2008 .",neutral,2019-06-25,NVDA
It estimates the operating profit to further improve from the third quarter .,positive,2019-06-25,AAPL
The Oxyview Pulse Oximeter is a common device to check patient blood-oxygen saturation level and pulse rate .,neutral,2019-06-25,NVDA
"Under the rental agreement , Stockmann was committed to invest in the building of a bridge over the Gogol Street or build an underground tunnel for crossing the street by 2004 .",neutral,2019-06-26,AAPL
"Ahlstrom Corporation Anne Pirila Director , Financial communications Distribution : Helsinki Stock Exchange Main media Ahlstrom in brief Ahlstrom is a leader in the development , manufacture and marketing of high performance fiber-based materials .",neutral,2019-06-26,AAPL
"Olvi 's target is to strengthen its market share in soft drinks , mineral waters , ciders , long drinks , and energy drinks .",neutral,2019-06-27,TSLA
"According to preliminary information by the Finnish Forest Industries Federation , imports of roundwood to Finland increased to about 20 million m3 in 2005 , representing an increase of 15 % from 2004 .",neutral,2019-06-27,NVDA
The StoneGate product is centrally manageable and suited for both physical and virtual environments .,neutral,2019-06-28,NVDA
Return on investment was 16.6 % compared to 15.8 % in 2004 .,positive,2019-06-28,TSLA
"This new deal has strengthened the partnership from Telemig Celular and Tecnomen , which it has started since the beginning of Telemig 's prepaid operations .",positive,2019-06-28,AAPL
Possible personnel reductions concern approximately 104 people .,negative,2019-07-01,TSLA
"They can be used to control the speed of electric motors used by industry and municipal engineering , and in power generation using renewable energy .",neutral,2019-07-01,NVDA
"Sonoco Products Co. , a U.S. packaging company , said Friday it bought the 75 percent of Italy 's Demolli Industria Cartaria SpA it did not already own .",neutral,2019-07-01,TSLA
The credit covers approximately 70 % of the ship 's price .,neutral,2019-07-02,AAPL
"The company is in the process of building a new fleet and has placed orders for 10 P-Max tankers of 65,200 dwt .",positive,2019-07-02,AAPL
"The Ministry of Water in Tanzania has awarded Poyry a water and sanitation engineering assignment for the rehabilitation and extension of water supply and sanitation infrastructure in Bukoba and Musoma , situated at Lake Victoria in northern Tanzania .",positive,2019-07-02,NVDA
"According to Tyrv+Æinen 's estimation , Japan is a very essential location in terms of Finnair 's Asian strategy .",neutral,2019-07-02,TSLA
"Paper company M-real calculated that if 100,000 biscuit cartons are made using a 25gsm lighter board , the CO2 saved over the course of 12 months would be equal to that generated by driving 1,000 km by car .",neutral,2019-07-03,AAPL
"The firm is headquartered in Vantaa , southern Finland and has 16 employees .",neutral,2019-07-03,AAPL
"The OMX Helsinki index was 0.33 pct lower at 9,364.80 , while the OMX Helsinki CAP portfolio index was down 0.34 pct at 5,029.25 .",negative,2019-07-03,AAPL
"Elcoteq SE Stock Exchange Announcement February 4 , 2009 at 10.00 am ( EET ) Elcoteq will publish its financial statements bulletin 2008 on Wednesday , February 11 , at 9.00 am ( EET ) .",neutral,2019-07-03,AAPL
His resignation will take effect immediately .,neutral,2019-07-04,TSLA
The newspapers of Alma Media and Arena Partners will enter a cooperation agreement on using Alma 's marketplace services in their respective regions .,neutral,2019-07-04,AAPL
"( ADPnews ) - Feb 3 , 2010 - Finland-based steel maker Rautaruukki Oyj ( HEL : RTRKS ) , or Ruukki , said today it slipped to a larger-than-expected pretax loss of EUR 46 million ( USD 64.5 m ) in the fourth quarter of 2009 from a",negative,2019-07-04,NVDA
"Stora Enso Oyj , the largest papermaker , in October said it would close four mills .",negative,2019-07-05,NVDA
